"lista","EJ.1.A","EJ.1.B","EJ.1.C","Total.E1","EJ.2.A","EJ.2.B","EJ.2.C","EJ.2D","EJ.2E","EJ.2F","Total.E2","Puntaje.total","HW3_grade","partner_number","answer_1_c","AI","favorable","HW_1","HW_2","HW_3","Midterm_25","Midterm_25.1","Exam_35","Final_grade","Final_grade_excluding_HW_3"
"549a8ea6882cd07140323f880a72e54b0980087a3a83493cbba5e614f8607224",10,5,7,22,7,5,"7",10,10,10,"49","71","5,7","83b05a09a998f28a1be0da301957d548d678ea527788e0a7d7c55c0fc53d6b33","Primero, la política de cuotas en las universidades públicas brasileñas podría afectar positivamente este comportamiento elitista por parte de los empleadores en Brasil. Al implementar cuotas que promueven la inclusión de estudiantes de distintos orígenes, tanto socioeconómicos como étnicos en las universidades, se estaría fomentando la diversidad y la equidad en el acceso a la educación superior.

Esta medida podría contribuir a disminuir la discriminación contra grupos minoritarios, como negros e indígenas, en el proceso de contratación, ya que los empleadores tendrían acceso a una fuerza laboral más diversa y representativa. Al priorizar la calidad de la educación superior y la meritocracia en lugar del colegio de origen, se estaría promoviendo un ambiente laboral más inclusivo y justo para los candidatos.",100,1,7,6.8,5.7,3.6,6.5,6.2,5.7,80.97744361
"95497cf2f6643db9dc5e5de7015e04e77e047901833d297c5a5b90c4f85c001b",10,10,7,27,10,6,"10",10,10,10,"56","83","6,5","904fe8eaca9084218bdf22fe2ed1262544e47e6606d5d8c6ef63718b19eb39b4","Primero, y tal como se explicaba en el enunciado de la pregunta, es importante notar que el sistema de admisión de Brasil, es extremadamente competitivo por naturaleza, por lo tanto, es un “mercado” en el que solamente serán aceptados los mejores actores, haciendo que el sistema sea más “recompensador” a aquellos que se esfuercen, de mayor manera, independiente de su procedencia. Además, se menciona que las mejores universidades son las públicas, y que son gratis, por lo tanto, se elimina directamente otra barrera de entrada para aquellos que no cuentan con los recursos, lo que implica, que sin observar los datos, ya se sabe que el sistema brasilero es más equitativo e inclusivo en términos de admisión. Ahora, basado en los resultados obtenidos del t-test de la pregunta anterior, hay una diferencia importante con respecto a las notas de corte entre los estudiantes, donde los estudiantes de las cuotas obtienen, en promedio, menores calificaciones que los otros. Lo anterior, implica que la política implementada parece estar funcionando, ya que, aquellos con cuotas tienen casi 50 puntos menos que los demás, pero aun así cuentan con acceso a las universidades. Por lo tanto, desde el punto de vista de los empleadores, si toman las universidades (y su calidad) como señal para el nivel del trabajador, está claro que esta política aumenta las posibilidades que aquellos desfavorecidos tienen de ser contratados. Pero también, puede darse el caso de que los entrevistadores se guíen, además, por las notas obtenidas, situación en la cual, tal como se pudo observar en el test, los alumnos de amplia competencia debieran (en promedio) tener mayores oportunidades de contratación. De lo anterior, podemos pensar que el comportamiento elitista de los entrevistadores presentaría disminuciones, aumentando la consideración de contratación de aquellos “discriminados”, permitiendo un acceso más equitativo a todos. ",34,1,6.6,6.7,6.5,4.6,6,5.6,5.6,79.32330827
"62268aeaa4365bcbcad61477b886c5376b9522a1a68501845403be766b5df509",10,5,7,22,10,7,"5",6,10,10,"48","70","5,7","e5164039b2c1c27e25576cc079788c7165a2631969dacff567795fde70c2aebd","La política de cuotas en las universidades públicas brasileñas podría desafiar el elitismo
de los empleadores y reducir la discriminación racial y étnica en las contrataciones. Esto,
ya que, aunque los estudiantes fuera de las cuotas suelen tener un mejor desempeño
académico (como visto en los resultados anteriores), la presencia de graduados de
diversos orígenes en universidades prestigiosas puede cambiar la percepción de los
empleadores, enfocándolos más en habilidades y logros que en antecedentes escolares.
Junto con esto, un aumento de diversidad puede generar el efecto de nivelar para arriba a
todos los alumnos, logrando que los de mejor desempeño motiven a sus compañeros que
son parte de cuotas a aumentar su propio desempeño, de manera que eventualmente
podría hacer que la existencia de cuotas no fuese necesaria y se formara la misma
diversidad de manera normal (debido que todos tendrían un desempeño parecido sin
importar otros factores). Esta política de cuotas también aumenta la representación de
negros e indígenas en el mercado laboral, normalizando la diversidad y ayudando a
desmantelar estigmas, promoviendo así una cultura laboral más inclusiva y equitativa.",41,1,6.7,6.9,5.7,3.7,5,5.2,5,70.30075188
"9bea74d9683df2a8bc1f3a8c02b51dd83633e76e29d2ecc253dd528ee6507f3c",10,5,7,22,10,6,"7",7,10,10,"50","72","5,8","efecee12317fb259b3a249ff6fc771e727b9d091ed855f1489619e681a0cc4ba","En Chile, existe este problema de que los entrevistadores de trabajo le dan mucha más prioridad a los alumnos que tuvieron acceso a escuelas particulares que aquellos candidatos que estudiaron en escuelas de acceso público, dándoles una gran ventaja a estos primeros, cuando los estudios del colegio no debiesen ser una señal relevante para ser considerada por el entrevistador, y por encima de sus estudios de educación superior.

Como pudimos comprobar en los incisos a) y b), efectivamente en los distintos cursos existen diferencias promedio en las notas de corte entre alumnos de alta competencia v/s alumnos con cuotas (siendo la nota exigida más alta para estos primeros). Esta política de cuotas que se emplea en las universidades públicas brasileñas, tiene el potencial de desafiar y reducir el comportamiento elitista por parte de los empleadores (como sucede fuertemente en Chile), reduciendo así, la discriminación estructural contra negros e indígenas y procedentes de escuelas públicas. Esto permite dar oportunidades más equitativas de acceso a educación superior de calidad, para que así, empleadores tomen como señal la educación superior, y no enfocándose en el tipo de colegio al cual el candidato accedió, ni color de piel, ni cualquier otra característica que permite al empleador tomar un comportamiento elitista, permitiendo que los individuos puedan competir basándose en su talento y mérito, independientemente de su trasfondo socioeconómico o étnico.

Por lo mismo, esta política permite reducir la discriminación contra los negros y candidatos provenientes de pueblos indígenas en el proceso de contratación, con las cuotas, se reducen barreras que limitan su acceso a educación superior. Con esto, se contribuye a oportunidades más equitativas en el mercado laboral.",44,1,6.5,6.9,5.8,4.3,5.1,5.1,5.1,72.2556391
"48fb67c5ab391f8c9e91b40bc9fbe87fcd28f0b8867397e0864f0a8e4fc19e5e",10,10,10,30,0,1,"1",6,10,10,"28","58","4,9","19cb53e5e0c7e75b3d8ba1efe1ca353f1ec3a6e90595f6b2994c8db10438fd9a","Brasil, con el mecanismo de cuotas, puede ser un tipo de señalización para los empleadores. Al ver un alumno con esta condición puede que piense que al entrar a una carrera requiriendo un menor puntaje, este sea menos productivo o menos competitivo, reafirmando un comportamiento elitista y perjudicando a las personas negras y de pueblos indígenas al ser discriminados por cumplir esta condición de cuotas y ser vistos como menos capaces.",NA,0,4.1,6.8,4.9,3.1,1,6.1,4,55.71428571
"76f2c28c1ed62d24b946af8ffbb3815cb63a2c817d3d86b74305d401b80b1eb9",10,5,10,25,10,6,"10",7,10,10,"53","78","6,2","382ee4a133feeaf4ac21fe84abdfd482911ffed7cac1b597e9b44321a896adb6","Basándonos en los resultados anteriores de las preguntas 1. A) y B) en relación a las diferencias promedio en las notas de corte y teniendo en cuenta que la nota de corte promedio es superior para los alumnos de amplia competencia, en comparación con los alumnos beneficiarios de una cuota. Esto implica que los alumnos de amplia competencia, generalmente, requieren puntajes mas altos para ser admitidos en los mismos cursos que los alumnos beneficiados. Por otra parte, la política de cuotas implementada en Brasil asegura que el 50% de los cupos de admisión en los cursos, están asegurados/reservados, para alumnos que provienen de escuelas públicas y dentro de este 50%, hay fracciones específicas para alumnos negros, mulatos, indígenas, etc. Es por este sistema, que podemos observar ciertas implicancias, que serán abordadas a continuación:

1. En relación al comportamiento elitista de los empleadores:
Si es que los estudiantes beneficiados de cuotas, demuestran que logran un buen desempeño, esto puede producir, que cambien los prejuicios y disminuya un poco el comportamiento elitista por parte de los empleadores, ya que, esto podría demostrar que las capacidades no dependen
únicamente del colegio al cual asistió el alumno y de esta manera se podrían empezar a valorar más los resultados académicos universitarios. Con este sistema de cuotas, como pueden ingresar mas alumnos beneficiados a las universidades, estas pueden presentar una mayor diversidad de alumnos, y gracias a esto generar enseñanzas distintas a cuando no estaba este sistema, es por esto, que se podría reducir el sesgo que realizan los empleadores en relación con los alumnos asistentes a colegios privados y más caros, debido a que se puede tomar más en cuenta las habilidades y capacidades adquiridas en la educación superior.

2. Efecto en la discriminación contra los negros y los pueblos indígenas en los procesos de contratación:
Como el sistema de cuotas le otorga más oportunidades de acceder a una educación superior de calidad, en el caso de los negros e indígenas, estos van a estar más nivelados con el resto de las personas a la hora de entrar al mercado laboral. Todo esto, debido a que pueden tener títulos de universidades más prestigiosas, que antes era más difícil de obtener, lo que puede hacer que haya menores barreras de discriminación en relación a este entorno. Al incluir aún más a los negros e indígenas en las universidades de calidad, pueden eventualmente producir una mayor inclusión de ellos en el mercado laboral, reduciendo la discriminación en relación a los empleos. Esto, debido a que al tener mayor contacto y visibilidad con ellos, se pueden ir reduciendo ciertos estereotipos. Además, con el sistema de cuotas se promueve la inclusión en la educación, por lo que, puede llevar a que también se promueva más en el mercado laboral y los empleadores valoren más la diversidad. Hay que tener en cuenta, que para ambas preguntas también podría suceder el caso contrario, en el caso del impacto en el comportamiento elitista de los empleadores, podría suceder, que aumente la tendencia de considerar los colegios en los procesos de contratación, debido a que como las cuotas aseguran que estudiantes de diversas procedencias tienen acceso a este nivel alto de universidades, recurren a los colegios como método de diferenciación para evaluar a los candidatos. En relación al impacto en la discriminación, si es que los empleadores continúan analizando el colegio de procedencia para la selección, las barreras de discriminación se podrían mantener, enfrentando desventajas en el mercado laboral y reduciendo las posibilidades de empleo.",0,0,6.6,6.7,6.2,3.6,5.8,5.6,5.3,74.81203008
"a56419221529acb5ca76ac855c30d6c99aee101f35ee439a2353292bd0f81f55",10,4,7,21,3,5,"10",10,10,10,"48","69","5,6","solo","Con las medidas del uso de cuotas en Brasil se podría reducir el elitismo de parte de los empleadores a la hora de contratar trabajadores. Esto se debe a que con esta idea hay más egresados negros y de pueblos indígenas de buenas universidades, de modo que estos tienen así, más oportunidades de ser considerados por los empleadores que con el sistema que hay en Chile. Mientras que, como se dice en el enunciado, Chile tiene múltiples empresas que se interesan por los colegios donde estudiaron los egresados, la medida implementada en Brasil puede mostrar que alumnos que no hayan salido de colegios de alto nivel socio-económico tienen capacidades iguales o superiores a los egresados de dichos colegios.",0,1,6,6.6,5.6,5.2,5.5,4.7,5.2,74.43609023
"58a4665c7a0685ef7c94d902e80d42cf07a46cebc6818ee670dd3e96574fbe96",10,10,10,30,7,7,"10",10,8,10,"52","82","6,5","e5cfc207b8eb9a5d7229fccb9156fc42ccdb6060a2048f4c553f33bd5ea7e08a","Ya que existe un valor-p igual a 0 podemos concluir que existe evidencia estadística significativa para afirmar que la nota de corte promedia es estadísticamente superior para los alumnos de amplia competencia.

De este modo podemos entender que para alumnos de amplia competencia es más difícil acceder a la educación superior frente a los que tienen cuotas reservadas ya que las notas de corte son más altas para ellos. 

Esta estrategia otorga una ventaja de acceso a educación superior para alumnos procedentes de escuelas públicas, alumnos negros y alumnos indígenas. Sin embargo, el comportamiento elitista de los empleadores de discriminar la empleabilidad considerando el colegio en el que estudiaron los postulantes a un trabajo podría representar una amenaza al propósito de la estrategia de cuotas reservadas, ya que el esfuerzo generado en facilitar el acceso a educación superior a estos segmentos de personas sería en vano. Los empleadores categorizarían la calidad del empleado por señales que dictan previas a su educación superior. Es decir, obtener el grado no representaría una señal de alta productividad, alta calificación u otro rasgo de calidad superior.",100,0,6.5,6.9,6.5,4.4,5.4,5,5.2,73.23308271
"88801206d6f33a55229e76eef908df2bafc609c1efff724956e8f56c24250947",10,10,7,27,5,6,"10",5,10,9,"45","72","5,8","1cbfbfa9a1fb7de03027bdcf67018fcf7490ab1a364e4032c73a1900783139ce","La implementación de políticas de cuotas en las universidades públicas brasileñas tiene el potencial de reducir el elitismo educativo y la discriminación en el mercado laboral. Al graduarse todos de la misma universidad pública, sin importar su origen socioeconómico o racial, se nivelan las señales educativas para los empleadores. Esto permite que personas de origen indígena o afrodescendientes, beneficiadas por las cuotas, compitan en igualdad de condiciones. Además, la diversidad de estudiantes con diferentes contextos educativos enfatiza la calidad de la educación superior como indicador principal de habilidad y preparación profesional, desafiando las preferencias tradicionales por escuelas privadas prestigiosas.",100,1,6.6,6.1,5.8,3.8,5.8,5.5,5.3,74.58646617
"293c17f626b180210da607591fce4edcdcd8e616641456d7bf78347ff033197a",10,5,4,19,3,5,"10",7,9,10,"44","63","5,2","solo","El sistema de cuotas (becas) en sí no genera un cambio en la discriminación pues el
empleador no ve si un individuo tuvo o no beca, lo que si puede generar un cambio es que el
sistema de becas se puede usar en instituciones públicas de alta calidad, el establecimiento si
representa una señal para el empleador y, por tanto, podría representar una baja en la
discriminación racial debido a que no se concentran en la etnia en sí.",NA,1,6.9,6.5,5.2,5.1,5.6,6.2,5.8,82.93233083
