"lista","EJ.1.A","EJ.1.B","EJ.1.C","Total.E1","EJ.2.A","EJ.2.B","EJ.2.C","EJ.2D","EJ.2E","EJ.2F","Total.E2","Puntaje.total","HW3_grade","partner_number","answer_1_c","AI","favorable","HW_1","HW_2","HW_3","Midterm_25","Midterm_25.1","Exam_35","Final_grade","Final_grade_excluding_HW_3"
"2d43b55cdc8eb5ef34146cabb59adaa3429a9db4318ede420121642a0ec6f2fa",10,10,7,27,6,"6","10",7,10,10,"49","76","6,1","solo","1. Igualdad de Oportunidades en la Educación Superior:
La implementación de cuotas asegura que estudiantes de diversas procedencias socioeconómicas y étnicas tengan acceso a las universidades públicas de alta calidad. Al permitir que más estudiantes negros, indígenas y de escuelas públicas ingresen a estas instituciones, las cuotas nivelan el campo de juego en términos de acceso a una educación superior de calidad. 
2. Cambio en la Percepción del Mérito:
Tradicionalmente, la calidad percibida de una universidad juega un papel crucial en el proceso de contratación. Con la implementación de cuotas, se garantiza que los graduados de estas instituciones representan una muestra más diversa de la población. Esto puede ayudar a cambiar la percepción de los empleadores sobre el mérito, destacando que el talento y la capacidad no están confinados a aquellos provenientes de antecedentes socioeconómicos privilegiados. 
3. Reducción del Elitismo en la Contratación:
La política de cuotas puede reducir el sesgo elitista de los empleadores al mostrar que los estudiantes de diversas procedencias pueden alcanzar altos niveles de logro académico en universidades prestigiosas. Al diversificar el cuerpo estudiantil de estas instituciones, los empleadores pueden empezar a valorar más la diversidad y las experiencias únicas que los graduados aportan, en lugar de enfocarse exclusivamente en su origen educativo. 
4. Impacto en la Discriminación Racial y Étnica:
Al aumentar la representación de estudiantes negros e indígenas en universidades públicas de alto prestigio, las cuotas pueden desafiar y potencialmente cambiar los prejuicios raciales y étnicos. Los empleadores, al ver más graduados exitosos de estos grupos en el mercado laboral, pueden comenzar a cuestionar sus propios prejuicios y estereotipos, reduciendo así la discriminación durante el proceso de contratación. 
Conclusión:
La política de cuotas en las universidades públicas brasileñas tiene el potencial de reducir el elitismo y la discriminación en el mercado laboral al promover una mayor igualdad de oportunidades educativas. Al proporcionar a los estudiantes de antecedentes diversos el acceso a una educación de alta calidad, estas políticas pueden ayudar a cambiar las percepciones de los empleadores y a fomentar un entorno de trabajo más inclusivo y equitativo. Esto, a su vez, puede disminuir la discriminación contra los negros y los pueblos indígenas, contribuyendo a una sociedad más justa. ",100,1,6.9,7,6.1,4.5,5.9,5.2,5.4,76.91729323
"09d2d967c4644d331042b71cdf3944cef57cbd543d344738d74af1724b4476f8",10,10,10,30,2,"3","2",7,10,10,"34","64","5,3","293c17f626b180210da607591fce4edcdcd8e616641456d7bf78347ff033197a","Considerando que las notas de corte de los alumnos negros y de pueblos indígenas son menores en promedio a los de alumnos que entran por alta competencia, se podría esperar que esta política pública de cuotas aumente la discriminación sobre estudiantes egresados de escuelas públicas y debilite la señal de la educación superior, dado que pierde mérito su ingreso a una universidad pública de calidad. Los empleadores brasileños podrían adoptar este comportamiento elitista chileno para protegerse de la posible distorsión de la señal.",0,0,5.3,6.5,5.3,NA,5.3,3.95,4.5,64.43609023
"5475086284a033aa46c13893ee830b7e4e6575c6ac0d8df89324c11ec25cad47",10,5,7,22,4,"7","10",7,10,10,"48","70","5,7","sola","La política de cuotas en las universidades públicas podría afectar en varios puntos el tipo de comportamiento elitista por parte de los empleadores en Brasil.

En primer lugar, tenemos que esta política podría reducir el comportamiento elitista. Esto se debe a que las cuotas pueden nivelar el campo, equilibrando la educación superior. Al entregar más parejos, el conjunto de estudiantes va a estar más diversificado, representando de mejor manera la sociedad en la que vivimos.

En segundo lugar, la política de cuotas va a reducir la discriminación en contra de los negros y pueblos indígenas. Esto va a permitir que estos estudiantes tenga una mayor representación y van a disminuir las barreras culturales. Ambas cosas van a permitir mayores oportunidades en el mercado laboral.

Por lo tanto, la política de cuotas podría tener un gran efecto positivo en la reducción del comportamiento elitista y en la reducción en la discriminación en contra de los negros y de los pueblos indígenas en el proceso de contratación.",100,1,6.9,6.9,5.7,3.6,NA,4.8,4.8,67.21804511
"30ddbeb3e1213cd7b2dc751255248e073efe90f741f536f729c848b3879d03b6",10,5,7,22,10,"6","10",5,10,10,"51","73","5,9","3cb425ab57c315a849b03abd64873c6dc75bca31ed0639e8a0ca8b57c117c7c1","Posibles impactos de la Política de Cuotas en el Comportamiento Elitista:
1. La política de cuotas puede ayudar a diversificar el alumnado en las universidades públicas brasileñas, que son altamente competitivas y de mayor calidad, al garantizar que los alumnos de minorías y de bajos recursos tengan acceso a estas instituciones de prestigio, se incrementa la representación de estos grupos en el ámbito laboral.
2. Los empleadores, al observar un aumento en la cantidad de graduados provenientes de estas universidades públicas, podrían comenzar a valorar más la calidad de la educación superior que lo
s candidatos han recibido, en lugar de enfocarse únicamente en el tipo de escuela secundaria de d
onde provienen, todo esto llevaría a finalmente un cambio en los criterios de selección, quitándole protagonismo al criterio de educación secundaria.
Todo esto obviamente ayudaría mucho a reducir la discriminación, no solo de los negros y de los
indígenas, sino que la discriminación en el proceso de elección en general.",60,1,6.4,6.7,5.9,4.6,4.6,4.25,4.7,66.80451128
"a56419221529acb5ca76ac855c30d6c99aee101f35ee439a2353292bd0f81f55",10,5,7,22,4,"4","7",5,10,10,"40","62","5,1","ffe9e367f728fb31e9d85be20220d30ce9197c389d311153f0f0966aba5a7a10","A mi juicio, la política de cuotas en las universidades públicas brasileñas podría
reducir el comportamiento elitista de los empleadores al diversificar la composición
de la gente que egresa de la universidad. Pues, al permitir que estudiantes de diversos
orígenes socioeconómicos accedan a la educación superior, podrían aumentar
enormemente sus posibilidades de entrar al mercado laboral. Además, con graduados
de diferentes orígenes demostrando una alta capacidad para realizar su profesión, los
empleadores podrían verse impulsados a valorar las habilidades y el desempeño por
encima del prestigio institucional o el estatus social, disminuyendo así la preferencia
por candidatos que provengan de ambientes elitistas.

La política de cuotas podría disminuir la discriminación contra negros e indígenas en
el proceso de contratación al aumentar su representación en la educación superior y,
consecuentemente, en el mercado laboral. Al acceder a universidades de calidad, estos
grupos de la sociedad podrían demostrar sus capacidades y competir en igualdad de
condiciones con todos los demás, desafiando así los estereotipos negativos y
prejuicios existentes hacia ellos. Además, podría contribuir a sensibilizar a los
empleadores sobre la importancia de la diversidad, promoviendo así prácticas de
contratación más inclusivas y equitativas, que valoren las competencias de los
individuos y no solamente los antecedentes étnicos o raciales. Ser negro o provenir
de un pueblo indígena, no significa que estén incapacitados para trabajar o cumplir
bien sus labores.",100,1,6.3,6.7,5.1,3.5,5.9,5.25,5.1,72.7443609
"b2b95c6e61950606b415a627fa825854155518f359fc05fc4c926f2549e56382",10,5,7,22,3,"3","10",10,10,10,"46","68","5,5","1a90a573c200ff39ac0012de2dc7cfa29300068ecc958bb7149645bb593da909","La política de cuotas podría hacer que el comportamiento de carácter elitista de los empleadores se reduzca considerablemente, ya que esta política permite que los alumnos marginados, que tienen menos recursos para acceder a una educación escolar de alto nivel, tengan mayor probabilidad de acceder gratuitamente a una educación superior (universidad) de mayor calidad que las universidades privadas, gracias a todos los beneficios que incluye esta política. Esto hace que la nueva señal de graduarse de una universidad pública sea mejor que la señal de si la escolaridad colegial proviene o no de colegios particulares de prestigio. Si alguien se graduó de una buena universidad, indica que, como adulto, es capaz de resolver diversos problemas de carácter complejo para poder graduarse, a diferencia de un escolar, cuya graduación en gran parte depende de sus padres. En el tema de la discriminación contra los negros y los pueblos indígenas, si esta política se efectúa, debería disminuir esta discriminación, ya que si estas personas son capaces de graduarse de una universidad pública de alta competencia, indica que son más que capaces de realizar un buen trabajo, lo que disminuye la discriminación hacia estos grupos.",35,1,6.6,6.4,5.5,4.2,5.5,5.05,5.1,72.81954887
"3ec807c3ac31da32a669123902318f4cc1ed61dc7249ff3c26cf0b12c8117d94",10,10,7,27,2,"5","10",10,10,10,"47","74","5,9","solo","Con la política de cuotas, el promedio de notas de corte es menor para quienes son beneficiarios de las cuotas. Por esto es más probable que personas provenientes de pueblos originarios y afrodescendientes tengan mayores posibilidades de entrar a las mismas universidades que quiénes entran por amplia competencia. Esto tiene el potencial de reducir el elitismo educativo y discriminación laboral y poder cambiar el foco hacia nivel de habilidad y preparación profesional del trabajador.",NA,1,6.3,5.7,5.9,4.1,5.6,4.75,5,70.4887218
"8ebad0f521107a481833561aa0b6d13ed81da6bb389dcdc77ee8c6f3255e9530",10,5,7,22,10,"6","10",10,10,10,"56","78","6,2","307e9116363012bc21917ab89192d2cc18fa13c1bec3c7f55dd925421d245054","Sobre la base de los resultados de los párrafos anteriores, analizamos cómo las políticas de cuotas pueden influir en el comportamiento de las élites y la discriminación de los empleadores en el proceso de contratación.
Reducir el elitismo: las políticas de cuotas pueden aumentar la diversidad en las universidades públicas más prestigiosas. Esto podría alentar a los empleadores a centrarse menos en la escuela y más en el desempeño universitario.
Reducir la discriminación: Al garantizar el acceso a universidades prestigiosas para una proporción significativa de estudiantes de la minoria, las cuotas pueden ayudar a reducir la discriminación en el proceso de admisión al permitir descubrir que estos estudiantes también pueden tener éxito en entornos académicos competitivos.",0,0,5.1,6.5,6.2,2.9,4.2,4.3,4.2,58.04511278
"78ef8d1c8909a6a73ba6e3741cc90286e73fc2c2aaae9ec73b54c8b6d0d16011",0,3,10,13,6,"7","10",10,10,10,"53","66","5,4","solo","Dado que en este caso se exige menos a los alumnos que están en las cuotas, haber ingresado a una carrera mediante esta vía tendrá menos mérito que haberlo hecho por la vía más difícil. Esto influirá en la discriminación, ya que la señal de la educación superior será menos efectiva para evaluar las capacidades de manera equitativa. En consecuencia, es probable que haya más discriminación en las entrevistas de trabajo para ""corregir"" la supuesta diferencia de capacidades que el proceso de selección no abordó. Por lo tanto, aunque la universidad intente nivelar las exigencias para ambos grupos, en las entrevistas laborales habrá una discriminación más intensa, ya que se percibirá que a un grupo se le exigió menos que al otro. Los empleadores, en su búsqueda de capacidades, probablemente discriminarán utilizando factores como la raza. Por ejemplo, si bajo este sistema entrevisto a una persona de descendencia indígena, le exigiré más que al resto porque a él se le pidió menos para ingresar a la misma carrera, lo que sesga la señal de capacidad. No tengo claro si obtuvo el título por su habilidad o porque se le exigió menos.",64,0,6.7,5.9,5.4,4.5,5.3,5.25,5.2,73.94736842
"3cb425ab57c315a849b03abd64873c6dc75bca31ed0639e8a0ca8b57c117c7c1",10,5,7,22,10,"6","10",5,10,10,"51","73","5,9","30ddbeb3e1213cd7b2dc751255248e073efe90f741f536f729c848b3879d03b6","Posibles impactos de la Política de Cuotas en el Comportamiento Elitista:
1. La política de cuotas puede ayudar a diversificar el alumnado en las universidades públicas brasileñas, que son altamente competitivas y de mayor calidad, al garantizar que los alumnos de minorías y de bajos recursos tengan acceso a estas instituciones de prestigio, se incrementa la representación de estos grupos en el ámbito laboral.
2. Los empleadores, al observar un aumento en la cantidad de graduados provenientes de estas universidades públicas, podrían comenzar a valorar más la calidad de la educación superior que lo
s candidatos han recibido, en lugar de enfocarse únicamente en el tipo de escuela secundaria de d
onde provienen, todo esto llevaría a finalmente un cambio en los criterios de selección, quitándole protagonismo al criterio de educación secundaria.
Todo esto obviamente ayudaría mucho a reducir la discriminación, no solo de los negros y de los
indígenas, sino que la discriminación en el proceso de elección en general.",60,1,6.5,6.5,5.9,4.6,3.9,4.1,4.5,63.30827068
"57d28de894c6278639896f213ce90e51924ccd8d988c73fdcf7c3ce23fa4cab4",10,10,7,27,7,"6","10",10,10,10,"53","80","6,3","cc23e06317c055bbf09ff1ca3e4b1442b233ac831762b00daaa0aef7bbc271e6","Observando los resultados, el valor p es igual a 2.2e-16 (que es igual a 0.00000000000000022), un número menor al grado de significancia de 5%. Esto se puede interpretar como que la diferencia entre las dos medias es significativa por lo que rechazamos la hipótesis nula de que no existe diferencia entre ambas. El t-test también permite ver la diferencia de medias estimada que corresponde a 48.62864. En otras palabras, la nota corte promedio de un alumno con cuotas es 48.62 menor a la de uno de alta competencia.

Estos resultados demuestran que los alumnos beneficiarios de cuotas tienen una ventaja sobre aquellos alumnos de alta competencia ya que el puntaje de corte es 48.62 menor, lo que les garantiza un acceso más fácil. Esta medida ayuda a combatir la barrera de acceso a la educación superior que enfrentan ciertos grupos marginados ya que de esta manera se compensa la diferencia que existía producto de la diferencia entre establecimientos escolares.

La existencia de una política de cuotas permite restarle importancia al establecimiento escolar básico al que un individuo asiste lo que equipara las oportunidades entre aquellos con alto y bajo acceso a la educación. De esta forma se logra promover la inclusión de estos grupos marginados además de enfocar el proceso de selección de alumnos en base a los méritos académicos y el esfuerzo de estos. Gracias a esta política las diferencias socioeconómicas y raciales no afectan negativamente a ciertos grupos, permitiendo un justo acceso a la educación superior.

Este acceso a la educación superior se traducirá en una mayor contratación laboral de
los grupos marginados y que llevará a un cambio en la percepción de los empleadores
sobre estos grupos. Gracias a esto existirá una mayor diversidad, donde las capacidades sean lo que distingan a unos trabajadores de otros.",60,1,3.9,4.7,6.3,3.2,4.8,5.85,4.8,67.33082707
